Location,House_Type,Contractor,Address,Bedrooms,Bathrooms,Toilets,Parking_Space,Price
Lagos,Detached duplex,Osayaya Properties & Partners,"Osapa, Lekki, Lagos",5,5,6,,150000000
Lagos,Detached duplex,Perfect Image Homes,"Osapa London, Lekki, Lagos",5,7,7,750,480000000
Lagos,Flat,Future Homes Properties,"Ologolo Town, Before Chevron Axis, Lekki, Lagos",1,1,2,1,45000000
Lagos,Semi duplex,Future Homes Properties,"Cowrie Creek Estate, Ikate, Lekki, Lagos",5,4,4,4,400000000
Lagos,Terraced duplex,Top bliss Home,"Ikate, Lekki, Lagos",4,4,5,3,140000000
Lagos,Terraced duplex,Top bliss Home,"Ajah, Lekki, Lagos",4,4,5,3,52000000
Lagos,Semi duplex,Top bliss Home,"Second Tollgate, Lekki, Lagos",4,4,5,2,110000000
Lagos,Detached duplex,Donhilz Global Service,"Ikate Elegushi, Lekki, Lagos",4,5,3,,170000000
Lagos,Terraced duplex,Starluxerealty,"Vgc, Lekki Phase 2, Lekki, Lagos",4,4,5,3,60000000
Lagos,Detached duplex,Island Luxury,"Victoria Island (VI), Lagos",8,8,9,650,500000000
Lagos,Semi duplex,House Of Turner,"Ikoyi, Lagos",4,4,5,,460000000
Lagos,Terraced duplex,Mogral realty,"Ikate, Lekki, Lagos",4,4,5,,140000000
Lagos,Semi duplex,De Home Vessel,"Ajah, Lagos",4,,,,85000000
Lagos,Detached duplex,Phostine Realty Ltd,"Ikota, Lekki, Lagos",4,,,,130000000
Lagos,Terraced duplex,Mogral realty,"Ajah, Lagos",4,4,5,,52000000
Lagos,Terraced duplex,Property Leverage And Auto Solutions,"Sangotedo, Ajah, Lagos",3,3,4,3,55000000
Lagos,Terraced duplex,Property Leverage And Auto Solutions,"Lekki Phase 1, Lekki, Lagos",4,4,5,,270000000
Lagos,Detached duplex,Property Leverage And Auto Solutions,"Ajah, Lagos",5,6,6,,500000000
Lagos,Detached duplex,Mogral realty,"Orchid, Lekki, Lagos",5,5,6,,230000000
Lagos,Semi duplex,Sao Property,"Olowo - Eko Close, Lekki Phase 1, Lekki, Lagos",5,5,6,3,250000000
Lagos,Detached duplex,Ahomes,"Lekki Phase 1, Lekki, Lagos",5,,,,220000000
Lagos,Detached duplex,Mogral realty,"A Home You Will Be Super Proud To Own, Osapa, Lekki, Lagos",5,5,6,,220000000
Lagos,Terraced duplex,Flentia Business Connect,"Lekki By Atlantic View Estate, New Road,, Lekki, Lagos",4,4,5,3,67000000
Lagos,Detached duplex,Jabisco Development,"Royal Pine Estate, By Orchid Road, Lekki, Lagos",5,5,6,,90000000
Lagos,Detached duplex,Estrealty,"Lekki, Lagos",3,3,4,,66000000
Lagos,Semi duplex,Estrealty,"Come Home To Good Life, Lekki, Lagos",4,4,5,,65000000
Lagos,Flat,Nordstrom Hills Realtors,"Sangotedo, Ajah, Lagos",8,8,8,8,30000000
Lagos,Bungalow,Real Estate With Onome,"Ajah, Lagos",4,5,5,4,50000000
Lagos,Detached duplex,Estrealty,"Colonial Style Home, Lekki, Lagos",5,5,6,,180000000
Lagos,Flat,Quartus Olympas Link Services,"African Lane Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",4,4,5,2,560000000
Lagos,Bungalow,Quartus Olympas Link Services,"Patrice Lumumba Street, Crown Estate, Sangotedo, Ajah, Lagos",3,3,4,6,65000000
Lagos,Semi duplex,Real Estate With Onome,"Ajah, Lagos",4,5,5,4,60000000
Lagos,Semi duplex,Davidic Global,"Ologolo, Lekki, Lekki, Lagos",4,4,5,,85000000
Lagos,Detached duplex,Overhplus Properties Limited,"Ologolo, Lekki, Lagos",5,5,6,4,200000000
Lagos,Flat,Chrisp Ventures Limited,"Seaside Estate Badore, Ajah, Lagos",3,3,4,,100000000
Lagos,Detached duplex,Maxville Investment Incorporated,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",5,5,6,6,470000000
Lagos,Terraced duplex,Highlight Homes,"Orchid Road, Lekki, Lagos",4,4,5,2,75000000
Lagos,Terraced duplex,Realtor,"Banana Island, Ikoyi, Lagos",5,5,6,,1146403781
Lagos,Detached duplex,Davidic Global,"Orchid, Lekki, Lagos",5,5,6,,240000000
Lagos,Detached duplex,Pradio Property,"Ikoyi, Lagos",6,6,7,,6400000000
Lagos,Terraced duplex,Boyol Properties,"Orchid Road, Lekki Phase 2, Lekki, Lagos",4,4,5,2,75000000
Lagos,Detached duplex,Pradio Property,"Ikoyi, Lagos",6,6,7,,6400000000
Lagos,Flat,Victor Realty,"Osapa London, Lekki, Lagos",4,,,,100000000
Lagos,Semi duplex,Kentucky Property,"Agungi, Lekki, Lagos",4,5,5,5,105000000
Lagos,Detached duplex,Degeniux World Commercial Services,"GRA Phase 2, Magodo, Lagos",5,5,6,6,220000000
Lagos,Semi duplex,Kniffy The Realtor,"Ikate Elegushi, Lekki, Lagos",4,4,5,,90000000
Lagos,Terraced duplex,Kniffy The Realtor,"Orchid, Lekki, Lagos",4,4,5,,60000000
Lagos,Semi duplex,Degeniux World Commercial Services,"Unilag Estate, GRA Phase 1, Magodo, Lagos",4,4,5,6,95000000
Lagos,Flat,Options Ptoperties,"New Oko-Oba, Agege, Lagos",24,33,,,70000000
Lagos,Terraced duplex,Aloe Homes & Properties,"Beach Resort Estate, Osapa, Lekki, Lagos",4,4,4,3,140000000
Lagos,Semi duplex,Bera Deals,"Megamound Estate, Lekki County, Ikota, Lekki, Lagos",4,4,5,3,120000000
Lagos,Detached duplex,Victor Realty,"Osapa London, Lekki, Lagos",4,,,,130000000
Lagos,Detached duplex,Climax Properties Limited,"Victory Estate, Off Ago Palace Way, Amuwo Odofin, Lagos",4,4,5,,100000000
Lagos,Detached duplex,Bera Deals,"Royal Garden Estate, Ajah, Lagos",5,4,5,,235000000
Lagos,Terraced duplex,Bera Deals,"Opposite Osapa, Ologolo, Lekki, Lagos",4,4,5,,100000000
Lagos,Detached duplex,Bera Deals,"Lekki Phase 1, Lekki, Lagos",5,5,6,10,450000000
Lagos,Detached duplex,Bera Deals,"Lekki Phase 1, Lekki, Lagos",5,6,10,620,570000000
Lagos,Detached duplex,Amagreat Realtors Limited,"Ijede, Ikorodu, Lagos",5,6,6,,50000000
Lagos,Detached duplex,Bera Deals,"Chevron Drive, Lekki, Lagos",4,4,5,5,200000000
Lagos,Detached duplex,Bera Deals,"Ajah, Lekki Expressway, Lekki, Lagos",5,5,6,5,160000000
Lagos,Detached duplex,Amagreat Realtors Limited,"Divine Estate, Ago Palace, Isolo, Lagos",4,5,5,,60000000
Lagos,Terraced duplex,Brains And Hammers Ltd,"Signature Estate ,by Periwinkle, Off Freedom Way, Lekki, Lagos",4,5,6,3,140000000
Lagos,Semi duplex,Anu Of Lagos Realty,"Lekki, Lagos",4,5,,,95000000
Lagos,Detached duplex,Bera Deals,"Ajah, Lagos",5,5,6,,130000000
Lagos,Bungalow,Ambuiltech Ventures,"Badore, Ajah, Lagos",3,3,4,450,28000000
Lagos,Flat,Onaga Transport And Logistics,"Lekki Phase 1, Lekki, Lagos",4,4,5,505,350000000
Lagos,Detached duplex,Bera Deals,"Ajah, Lagos",5,5,6,,120000000
Lagos,Detached duplex,Bera Deals,"Ajah, Lagos",4,4,5,3,85000000
Lagos,Detached duplex,Bera Deals,"Pinnock Beach Estate, Osapa, Lekki, Lagos",5,5,6,,300000000
Lagos,Detached duplex,Bera Deals,"Ajah, Lagos",4,4,5,,85000000
Lagos,Detached duplex,Bera Deals,"Ajah, Lagos",5,5,6,,80000000
Lagos,Detached duplex,Bera Deals,"Banana Island, Ikoyi, Lagos",5,5,6,650,1700000000
Lagos,Detached duplex,Bera Deals,"Shoreline Estate, Banana Island, Ikoyi, Lagos",6,6,7,5,3821345938
Lagos,Terraced duplex,Bera Deals,"Banana Island, Ikoyi, Lagos",4,4,5,3,650000000
Lagos,Semi duplex,Joe Etoniru And Associates,"Ajah, Lagos",4,4,5,,120000000
Lagos,Detached duplex,Bera Deals,"Pinnock Beach Estate, Osapa, Lekki, Lagos",5,5,6,5,570000000
Lagos,Detached duplex,Ausben Properties,"Lekki, Lagos",5,5,5,,130000000
Lagos,Semi duplex,Future Homes Properties,"Ocean Parade, Banana Island, Ikoyi, Lagos",4,4,,,1069976863
Lagos,Detached duplex,Future Homes Properties,"Pinnock Beach Estate, Lekki Phase 1, Lekki, Lagos",5,5,5,4,240000000
Lagos,Detached duplex,Davidic Global,"Ikota Lekki, Ikota, Lekki, Lagos",5,5,6,,130000000
Lagos,Semi duplex,1st Star Properties Nigeria,"Diamond Estate Phase 3, Sangotedo, Ajah, Lagos",4,4,5,,55000000
Lagos,Terraced duplex,Phostine Realty Ltd,"Ikota, Lekki, Lagos",3,,,,60000000
Lagos,Terraced duplex,Wincovers Properties,"Abraham Adesanya, Ajah, Lagos",3,3,4,,60000000
Lagos,Semi duplex,Phostine Realty Ltd,"Ologolo, Lekki, Lagos",4,,,,90000000
Lagos,Terraced duplex,Investment Gap,"Ajah, Lagos",4,5,5,,52000000
Lagos,Flat,Tedhol Properties Ltd,"Awoyaya, Ibeju Lekki, Lagos",,,,,13500000
Lagos,Terraced duplex,Investment Gap,"Freedom Way, Nike Art Gallery, Ikate, Lekki, Lagos",4,5,5,,140000000
Lagos,Terraced duplex,Investment Gap,"Freedom Way, Nike Art Gallery, Ikate, Lekki, Lagos",4,5,5,,140000000
Lagos,Detached duplex,Plumeria Islets Properties Ng,"Oba Amusa Estate, Agungi, Lekki, Lagos",5,5,7,5,165000000
Lagos,Flat,Tedson Nigeria Limited,"Awoyaya, Ibeju Lekki, Lagos",,,,,13500000
Lagos,Terraced duplex,Naco_properties,"Ikota Estate, Lekki, Lagos",3,3,4,2,47000000
Lagos,Flat,Desire Property,"Olaleye New Town Estate, Iponri, Surulere, Lagos",3,3,4,2,55000000
Lagos,Detached duplex,Davidic Global,"Cowrie Creek, Ikate, Lekki, Lagos",5,5,6,400,420000000
Lagos,Terraced duplex,7stars Interglobal Properties,"Orchid Road, Lekki, Lagos",4,4,5,3,65000000
Lagos,Semi duplex,Godmaan Realty,"Orchid, Lekki, Lagos",3,5,5,5,50000000
Lagos,Terraced duplex,Xpresslet Property Network,"Greenland Estate, Olokonla, Ajah, Lagos",4,4,5,4,39000000
Lagos,Semi duplex,Desire Property,"Ajah, Lagos",4,4,4,,37000000
Lagos,Terraced duplex,Eyitetsproperties,"Spacious & Immaculately Presented Family Home In Peaceful Locale, Ajah, Lagos",4,4,5,4,52000000
Lagos,Semi duplex,Godmaan Realty,"Lekki Phase 1, Lekki, Lagos",4,6,6,6,80000000
Lagos,Terraced duplex,Cy Realty,"Orchid Road, Lekki, Lagos",4,,,,60000000
Lagos,Terraced duplex,Aluko. Conqueror Homes,"Idado, Lekki, Lagos",4,5,5,,80000000
Lagos,Detached duplex,Peejay Multi-services,"Chevy View Estates, Lekki, Lagos",5,5,6,5,160000000
Lagos,Detached duplex,Citygoldproperty,"Ikoyi, Lagos",5,5,6,,1200000000
Lagos,Terraced duplex,Vada Spaces Realty,"Chevron Tollgate, Orchid Road, Lekki, Lagos",4,4,5,2,75000000
Lagos,Detached duplex,Laprenge Properties,"Ikate, Lekki, Lagos",5,6,7,6,830000000
Lagos,Detached duplex,Beyonkar Properties,"Idado, Lekki, Lagos",3,4,3,3,110000000
Lagos,Terraced duplex,Options Ptoperties,"Idado, Lekki, Lagos",4,5,,,80000000
Lagos,Flat,John Zedomi & Associates,"New Oko-oba,, Abule Egba, Agege, Lagos",3,4,,,90000000
Lagos,Semi duplex,Xpresslet Property Network,"Off Fola Osibo, Lekki Phase 1, Lekki, Lagos",5,5,6,8,250000000
Lagos,Semi duplex,Rutavin Company Limited,"Lekki Garden, Abraham Adesanya Estate, Ajah, Lagos",4,4,5,5,33000000
Lagos,Terraced duplex,Rigid Tower Engineering Consults,"Lekki, Ajah, Lagos",4,4,4,,60000000
Lagos,Detached duplex,Rigid Tower Engineering Consults,"Lekki, Ajah, Lagos",5,5,5,,90000000
Lagos,Detached duplex,Xpresslet Property Network,"Off Emma Abimbola, Lekki Phase 1, Lekki, Lagos",4,5,5,8,300000000
Lagos,Terraced duplex,Amagreat Realtors Limited,"Hope Estate, Ago Palace, Isolo, Lagos",4,5,5,,55000000
Lagos,Detached duplex,Amagreat Realtors Limited,"Divine Estate, Amuwo Odofin, Lagos",5,6,6,1000,400000000
Lagos,Terraced duplex,Delasok Properties,"Ologolo, Lekki, Lagos",5,5,6,3,100000000
Lagos,Semi duplex,Real Estate Investment Advisor,"Opposite Crown Estate Near Shoprite, Sangotedo, Ajah, Lagos",3,3,4,3,59000000
Lagos,Detached duplex,Rigid Tower Engineering Consults,"VGC, Lekki, Lagos",4,4,4,,100000000
Lagos,Terraced duplex,Delasok Properties,"Ikate, Lekki, Lagos",4,4,5,,120000000
Lagos,Flat,Delasok Properties,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",2,2,3,,75000000
Lagos,Flat,Censiabello Homes,"Idado, Lekki, Lagos",4,4,5,3,80000000
Lagos,Terraced duplex,Rigid Tower Engineering Consults,"VGC, Lekki, Lagos",4,4,4,,60000000
Lagos,Terraced duplex,Promfam Xtra Consult,"Osapa London, Osapa, Lekki, Lagos",4,4,5,2,125000000
Lagos,Terraced duplex,Rigid Tower Engineering Consults,"VGC, Lekki, Lagos",4,4,4,,60000000
Lagos,Terraced duplex,Hbs Realtors,"Adewale Kuku Street, Off Arolowo Adeyemo Street, Millennium Estate, Gbagada, Lagos",5,5,6,3,130000000
Lagos,Detached duplex,Censiabello Homes,"Idado, Lekki, Lagos",3,3,4,4,110000000
Lagos,Semi duplex,Amagreat Realtors Limited,"Lekki Phase 2, Lekki, Lagos",4,5,5,,65000000
Lagos,Detached duplex,Amagreat Realtors Limited,"Divine Estate, Ago Palace, Isolo, Lagos",4,4,5,,62000000
Lagos,Detached duplex,Rigid Tower Engineering Consults,"Lekki, Ajah, Lagos",4,4,4,,75000000
Lagos,Detached duplex,First Colony Real Estate Company Ltd,"Old Ikoyi, Ikoyi, Lagos",5,5,6,4,950000000
Lagos,Terraced duplex,Boyol Properties,"Parkview Estate, Ikoyi, Lagos",4,4,5,4,475000000
Lagos,Terraced duplex,Rigid Tower Engineering Consults,"Lekki, Ajah, Lagos",4,4,4,,60000000
Lagos,Terraced duplex,Houses And Homes Company,"Amadasun St, Ologolo, Lekki, Lagos",4,5,6,2,120000000
Lagos,Terraced duplex,Posh Properties,"Banana Island, Ikoyi, Lagos",4,4,5,,420000000
Lagos,Detached duplex,Trinity Cw Home,"Ikoyi, Lagos",5,,,,1200000000
Lagos,Terraced duplex,Pleasant Shelters,"Ikota, Lekki, Lagos",4,4,4,4,54000000
Lagos,Terraced duplex,Overhplus Properties Limited,"Off Gerard, Ikoyi, Lagos",4,4,5,2,300000000
Lagos,Detached duplex,Rigid Tower Engineering Consults,"Lekki, Ajah, Lagos",4,4,4,,65000000
Lagos,Semi duplex,Bimadek Properties Ventures,"Idado, Lekki, Lagos",4,4,5,,90000000
Lagos,Bungalow,Gift Properties Ltd,"Majek, Close To Fara Park After, Sangotedo, Ajah, Lagos",3,3,4,600,28000000
Lagos,Semi duplex,Gift Properties Ltd,"Sangotedo, Ajah, Lagos",3,3,4,2,58000000
Lagos,Terraced duplex,Mogral realty,"Affordable Well Finished 4 Bedrooms Terraced Duplex,idado, Lekki, Lagos",4,4,5,,80000000
Lagos,Detached duplex,Propertyabode.ng,"Lekki, Lagos",5,6,6,,150000000
Lagos,Detached duplex,7stars Interglobal Properties,"Chevron Alternative, Lekki, Lagos",4,4,5,3,80000000
Lagos,Detached duplex,Newyork Homes,"Agungi, Lekki, Lagos",4,4,5,5,90000000
Lagos,Semi duplex,Somart Properties Ltd,"Victoria Crest 2, Orchid Road, By Second Tollgate, Lekki, Lagos",4,5,6,3,67000000
Lagos,Semi duplex,Bellisconie Concept,"Ibrahim Odofin, Osapa, Lekki, Lagos",4,5,3,330,120000000
Lagos,Semi duplex,Propertyabode.ng,"Ajah, Lagos",4,5,5,,65000000
Lagos,Detached duplex,Mogral realty,"A Rare Luxury Concept In A Serene And Secured Environ, Idado, Lekki, Lagos",3,3,4,,110000000
Lagos,Terraced duplex,Re/max Nigeria,"Ikota, Lekki, Lagos",4,4,5,,65000000
Lagos,Flat,Grenadines Homes (palton Morgan Holdings),"Probyn Close, Off Bourdillon Road, Ikoyi, Lagos",4,4,6,3,750000000
Lagos,Bungalow,Propertyabode.ng,"Ajah, Lagos",4,4,4,3,57000000
Lagos,Terraced duplex,Grenadines Homes (palton Morgan Holdings),"Adeyemi Lawson Road, Ikoyi, Lagos",4,4,5,,764269188
Lagos,Flat,Grenadines Homes (palton Morgan Holdings),"Cameron Road, Ikoyi, Lagos",4,4,5,,764269188
Lagos,Detached duplex,Mogral realty,"Elegantly Finished 6 Bedroom Fully Detached duplex With Swimming Pool, Osapa, Lekki, Lagos",6,6,7,,350000000
Lagos,Detached duplex,Propertyabode.ng,"Ikate, Lekki, Lagos",4,5,5,,170000000
Lagos,Detached duplex,Propertyabode.ng,"Osapa, Lekki, Lagos",6,7,7,,350000000
Lagos,Semi duplex,Emmy Properties,"Orchid Road, Lekki, Lagos",4,4,5,5,65000000
Lagos,Semi duplex,Boyol Properties,"Orchid, Lekki Phase 2, Lekki, Lagos",4,4,5,3,95000000
Lagos,Detached duplex,Gain Fountain,"Royal Garden Estate, Ajah, Lagos",4,4,5,6,280000000
Lagos,Detached duplex,The Home Properties,"Shangisha, GRA Phase 2, Magodo, Lagos",5,,,,175000000
Lagos,Flat,Re/max Nigeria,"Lekki Phase 1, Lekki, Lagos",4,4,5,,200000000
Lagos,Terraced duplex,Gui Integrated Concept Ltd,"Chevron Toll Gate, Lekki, Lagos",4,,,,50000000
Lagos,Detached duplex,Mogral realty,"Tastefully Finished 4 Bedroom Duplex In A Serene Neighborhood, Ikate, Lekki, Lagos",4,4,5,,170000000
Lagos,Semi duplex,Gui Integrated Concept Ltd,"GRA Phase 2, Magodo, Lagos",4,4,5,,160000000
Lagos,Detached duplex,Re/max Nigeria,"Chevron,, Lekki, Lagos",5,5,6,,105000000
Lagos,Semi duplex,Sao Property,"Michelle Okocha Crescent, Parkview Estate, Parkview, Ikoyi, Lagos",5,5,6,2,380000000
Lagos,Detached duplex,Bris-multi Global Concepts,"Orchid Road, Lekki, Lagos",4,4,5,,120000000
Lagos,Semi duplex,Gui Integrated Concept Limited,"GRA Phase 2, Magodo, Lagos",4,4,5,,150000000
Lagos,Flat,Dynamic Homes And Properties,"Nicon Town, Lekki, Lagos",5,800,,,800000000
Lagos,Terraced duplex,Bimadek Properties Ventures,"Jakande, Lekki, Lagos",4,4,5,,75000000
Lagos,Semi duplex,Gui Integrated Concept Ltd,"GRA Phase 2, Magodo, Lagos",4,4,5,,150000000
Lagos,Detached duplex,Mogral realty,"Well Finished And Spacious 4 Bedroom Fully Detached duplex, Ajah, Lagos",4,4,5,,65000000
Lagos,Detached duplex,Strategic Pillars Realty Ltd,"Orchid Road, Lekki, Lagos",5,5,6,,230000000
Lagos,Detached duplex,Profinir Homes,"Royal Palms Estate, Ajah, Lagos",5,7,7,5,95000000
Lagos,Detached duplex,Mogral realty,"Decent And Extremely Beautiful 4 Bedroom Fully Detached duplex, Ajah, Lagos",4,4,5,,65000000
Lagos,Semi duplex,C W Real Estate,"Lekki, Lagos",4,4,5,,80000000
Lagos,Terraced duplex,Ayodele Odunuga And Company,"Alh. Toyibat Yususf Street, Medina Estate, Medina, Gbagada, Lagos",4,5,2,,150000000
Lagos,Terraced duplex,Emmy Willy Realty,"Lekki Palms, Ajah, Lagos",4,4,5,,40000000
Lagos,Terraced duplex,Mogral realty,"Prestigious 4 Bedroom Terrace Duplex With A Room Bq, Ajah, Lagos",4,4,5,,60000000
Lagos,Semi duplex,The Home Properties,"GRA Phase 2, Magodo, Lagos",4,,,,150000000
Lagos,Detached duplex,London Homes And Properties,"Ikota, Lekki, Lagos",5,5,6,4,135000000
Lagos,Flat,Luch Properties,"Festac, Amuwo Odofin, Lagos",21,15,15,8,200000000
Lagos,Detached duplex,Mogral realty,"Magnificent Lovely Fully Detached 4 Bedroom Duplex With Bq, Ajah, Lagos",4,4,5,,75000000
Lagos,Flat,Rubimonds Properties And Investment,"Orchid Road, Lekki, Lagos",4,4,5,3,50000000
Lagos,Detached duplex,London Homes And Properties,"Villa Estate, Ikota, Lekki, Lagos",4,4,5,6,120000000
Lagos,Bungalow,Tobbylex Properties Consultant,"Oke Ishagun Behind Diamond Estate, Abule Egba, Agege, Lagos",3,3,4,3,20000000
Lagos,Detached duplex,Wincovers Properties,"Abraham Adesanya, Ajah, Lagos",4,4,5,,78000000
Lagos,Detached duplex,C W Real Estate,"Oniru, Victoria Island (VI), Lagos",4,4,5,350,157500000
Lagos,Terraced duplex,Trident Realty,"Aro Ologolo Road / White Oak Estate, Ologolo, Lekki, Lagos",4,4,5,3,120000000
Lagos,Detached duplex,Okemena Homes & Property,"Mayfair Garden Estate, Awoyaya, Ibeju Lekki, Lagos",5,5,6,,110000000
Lagos,Terraced duplex,Watercourse Properties Limited,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",4,4,5,3,260000000
Lagos,Detached duplex,Watercourse Properties Limited,"Cmb Pearl Garden Estate, Sangotedo, Ajah, Lagos",8,8,9,1008,200000000
Lagos,Detached duplex,Watercourse Properties Limited,"Pearl Garden Estate, Sangotedo, Ajah, Lagos",4,4,5,10,280000000
Lagos,Detached duplex,Boyol Properties,"Lekky County Homes Estate, Ajah, Lagos",5,5,6,6,185000000
Lagos,Terraced duplex,Boyol Properties,"Ikate, Lekki, Lagos",4,4,5,2,115000000
Lagos,Terraced duplex,C W Real Estate,"Lekki Phase 1, Lekki, Lagos",4,4,5,,200000000
Lagos,Terraced duplex,Boyol Properties,"Off Adeola Odeku Street, Victoria Island (VI), Lagos",4,4,5,2,350000000
Lagos,Terraced duplex,Betaproperty Real Estate Investment Limited,"Ologolo, Lekki, Lagos",4,4,5,2,70000000
Lagos,Terraced duplex,Boyol Properties,"World Oil Gas Station, Ilasan, Lekki, Lagos",4,4,5,2,140000000
Lagos,Detached duplex,Boyol Properties,"Chisco, Ikate Elegushi, Lekki, Lagos",5,5,6,3,225000000
Lagos,Detached duplex,Boyol Properties,"Ikota, Lekki, Lagos",4,4,5,5,125000000
Lagos,Detached duplex,Boyol Properties,"Off Orchid Road, Lekki Phase 2, Lekki, Lagos",2,2,4,4,56000000
Lagos,Semi duplex,Boyol Properties,"Off Orchid Road, Lekki Phase 2, Lekki, Lagos",3,3,4,2,55000000
Lagos,Terraced duplex,@1naltox_properties,"Osapa, Lekki, Lagos",4,,,,70000000
Lagos,Detached duplex,Compax Properties.,"Lekki County, Lekki, Lagos",5,5,6,5,250000000
Lagos,Detached duplex,Gui Integrated Concept Ltd,"Omole Phase 1, Ikeja, Lagos",5,5,6,,250000000
Lagos,Detached duplex,Gui Integrated Concept Limited,"GRA Phase 2, Magodo, Lagos",5,,,,175000000
Lagos,Terraced duplex,Boyol Properties,"Orchid Road, Lekki Phase 2, Lekki, Lagos",4,4,5,2,75000000
Lagos,Terraced duplex,Abake therealtor,"Ikota, Lekki, Lagos",4,,,,55000000
Lagos,Semi duplex,Gui Integrated Concept Limited,"Off Gbelegbon Street Isheri, GRA Phase 1, Magodo, Lagos",4,4,5,,65000000
Lagos,Detached duplex,Seocos Homes&properties,"Ikate, Lekki, Lagos",5,5,6,,220000000
Lagos,Semi duplex,House Davanni Realty Ltd,"Chevron Drive, Lekki, Lagos",4,4,5,4,90000000
Lagos,Flat,[email?ÿprotected],"Michael Olawale Crescent, Lekki Phase 1, Lekki, Lagos",3,4,5,3,300000000
Lagos,Terraced duplex,[email?ÿprotected],"Michael Olawale Crescent, Lekki Phase 1, Lekki, Lagos",4,5,6,3,250000000
Lagos,Flat,Ceeflex Properties Consulting,"Gra, Ikeja GRA, Ikeja, Lagos",3,4,,,90000000
Lagos,Detached duplex,Ahomes,"Pinnock Beach Estate, Osapa, Lekki, Lagos",4,5,5,,400000000
Lagos,Semi duplex,Edenhomesandproperties,"Ikate Elegushi, Lekki, Lagos",4,5,5,3,100000000
Lagos,Detached duplex,C W Real Estate,"Ikate Elegushi, Lekki, Lagos",5,5,6,,450000000
Lagos,Terraced duplex,Oll Global Resources,"Bode Thomas, Surulere, Lagos",4,,,,75000000
Lagos,Semi duplex,M. I. E International Enterprises,"Oral Estate Phase 2, Opposite Dreamworld Africana, On Orchid Hotel Road, Lekki, Lagos",4,4,5,3,85000000
Lagos,Semi duplex,Hodisol Homes And Properties,"Orange Island, Lekki, Lagos",5,4,4,,200000000
Lagos,Flat,Saint Ralph Homes,"Lekki Palm City Estate, Ajah, Lagos",5,6,7,4,125000000
Lagos,Detached duplex,Saint Ralph Homes,"Ikate, Lekki, Lagos",4,5,5,3,130000000
Lagos,Detached duplex,Saint Ralph Homes,"Ikoyi, Lagos",5,6,7,5,1000000000
Lagos,Detached duplex,Saint Ralph Homes,"Ologolo, Lekki, Lagos",5,6,7,4,130000000
Lagos,Detached duplex,Saint Ralph Homes,"Chevron, Lekki, Lagos",5,6,7,3,120000000
Lagos,Detached duplex,Saint Ralph Homes,"Lekki Palm City Estate, Ajah, Lagos",5,6,7,4,135000000
Lagos,Detached duplex,Saint Ralph Homes,"Ikoyi, Lagos",5,7,8,7,1300000000
Lagos,Semi duplex,Sao Property,"Olowo - Eko Close, Lekki Phase 1, Lekki, Lagos",5,5,6,3,250000000
Lagos,Terraced duplex,Luxury Living Properties,"Off Abraham Adesanya Road, Lekki, Lagos",3,3,4,2,82000000
Lagos,Terraced duplex,Komac Homes Limited,"Orchid Hotel Road, Lekki, Lagos",4,5,5,3,75000000
Lagos,Flat,Afrihomes & Investment Limited,"Oniru,, Victoria Island (VI), Lagos",4,4,5,4,150000000
Lagos,Detached duplex,Maxville Investment Incorporated,"Off Gerrard Road, Parkview, Ikoyi, Lagos",4,4,5,4,550000000
